Unnamed: 0,filename,id,date,width,height,ref,sensor,season,night,weather,wave,object_num,caption,annotation_class,annotation_sub_class,bbox_x,bbox_y,bbox_w,bbox_h,class,sub_class
0,EO_SU_DT_W1_H1_A1_0001.jpg,1,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,1,여름 하늘이 맑은 주간 바다에 북 어선 한 척이 저 멀리 지나가고 있고 파도 1단계이다.,1,11,44,37,462,542,선박,어선
1,EO_SU_DT_W1_H1_A1_0002.jpg,2,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,1,여름 하늘이 맑은 주간 바다에 북 어선 한 척이 멀리 지나가고 있고 파도 1단계이다.,1,11,16,19,1881,517,선박,어선
2,EO_SU_DT_W1_H1_A1_0003.jpg,3,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,1,여름 하늘이 맑은 주간 바다에 북 어선 한 척이 저 멀리 지나가는 중이고 파도 1단계이다.,1,11,22,19,1058,515,선박,어선
3,EO_SU_DT_W1_H1_A1_0004.jpg,4,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,1,여름 하늘이 맑은 주간 바다에 북 어선 한 척이 멀리 지나가는 중이고 파도 1단계이다.,1,11,145,76,477,597,선박,어선
4,EO_SU_DT_W1_H1_A1A5_0001.jpg,1,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 파도 1단계이다.,1,11,25,28,538,529,선박,어선
5,EO_SU_DT_W1_H1_A1A5_0001.jpg,1,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 파도 1단계이다.,1,13,67,29,1823,498,선박,상선
6,EO_SU_DT_W1_H1_A1A5_0002.jpg,2,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 황천 7급이다.,1,11,62,30,1610,534,선박,어선
7,EO_SU_DT_W1_H1_A1A5_0002.jpg,2,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 황천 7급이다.,1,13,87,26,1212,497,선박,상선
8,EO_SU_DT_W1_H1_A1A5_0003.jpg,3,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 파도 1단계이다.,1,11,31,21,1380,518,선박,어선
9,EO_SU_DT_W1_H1_A1A5_0003.jpg,3,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 파도 1단계이다.,1,13,48,29,1800,498,선박,상선
10,EO_SU_DT_W1_H1_A1A5_0004.jpg,4,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 황천 7급이다.,1,11,52,23,1296,524,선박,어선
11,EO_SU_DT_W1_H1_A1A5_0004.jpg,4,2024-09-20,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,여름 푸르게 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 황천 7급이다.,1,13,43,28,868,497,선박,상선
12,EO_SU_DT_W1_H1_A1A5A4_0001.jpg,1,2024-09-21,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 날씨가 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 지나가고 있고 남 어선 한 척이 운항하고 있고 파도 1단계이다.,1,11,46,20,1490,520,선박,어선
13,EO_SU_DT_W1_H1_A1A5A4_0001.jpg,1,2024-09-21,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 날씨가 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 지나가고 있고 남 어선 한 척이 운항하고 있고 파도 1단계이다.,1,13,46,36,1736,499,선박,상선
14,EO_SU_DT_W1_H1_A1A5A4_0001.jpg,1,2024-09-21,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 날씨가 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 지나가고 있고 남 어선 한 척이 운항하고 있고 파도 1단계이다.,1,11,176,76,583,473,선박,어선
15,EO_SU_DT_W1_H1_A1A5A4_0004.jpg,4,2024-09-21,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 날씨가 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 지나가고 있고 남 어선 한 척이 운항하는 중이고 파도 1단계이다.,1,11,44,22,1458,521,선박,어선
16,EO_SU_DT_W1_H1_A1A5A4_0004.jpg,4,2024-09-21,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 날씨가 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 지나가고 있고 남 어선 한 척이 운항하는 중이고 파도 1단계이다.,1,13,732,211,30,527,선박,상선
17,EO_SU_DT_W1_H1_A1A5A4_0004.jpg,4,2024-09-21,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 날씨가 맑은 낮 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 지나가고 있고 남 어선 한 척이 운항하는 중이고 파도 1단계이다.,1,11,145,62,970,476,선박,어선
18,EO_SU_DT_W1_H1_A1B1C1_0001.jpg,1,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 이동 중이며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,17,12,9,259,선박,어선
19,EO_SU_DT_W1_H1_A1B1C1_0001.jpg,1,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 이동 중이며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,12,16,9,496,257,선박,군함
20,EO_SU_DT_W1_H1_A1B1C1_0001.jpg,1,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 이동 중이며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,38,14,350,89,항공기,고정익
21,EO_SU_DT_W1_H1_A1B1C1_0002.jpg,2,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 떠 있고 군함 한 척은 정지해 있으며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,19,13,794,263,선박,어선
22,EO_SU_DT_W1_H1_A1B1C1_0002.jpg,2,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 떠 있고 군함 한 척은 정지해 있으며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,12,25,9,521,256,선박,군함
23,EO_SU_DT_W1_H1_A1B1C1_0002.jpg,2,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 떠 있고 군함 한 척은 정지해 있으며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,41,12,233,124,항공기,고정익
24,EO_SU_DT_W1_H1_A1B1C1_0003.jpg,3,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 항해 중이며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,27,18,90,269,선박,어선
25,EO_SU_DT_W1_H1_A1B1C1_0003.jpg,3,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 항해 중이며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,12,57,21,161,269,선박,군함
26,EO_SU_DT_W1_H1_A1B1C1_0003.jpg,3,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 항해 중이며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,35,10,545,143,항공기,고정익
27,EO_SU_DT_W1_H1_A1B1C1_0004.jpg,4,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 멈춰 있으며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,13,15,173,264,선박,어선
28,EO_SU_DT_W1_H1_A1B1C1_0004.jpg,4,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 멈춰 있으며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,12,41,16,773,266,선박,군함
29,EO_SU_DT_W1_H1_A1B1C1_0004.jpg,4,2024-09-23,960,540,,Electro-Optical,하절기,days,맑음,1,3,하절기 구름이 약간 꼈지만 맑은 낮 바다에 북 어선 한 척이 지나가고 군함 한 척은 멈춰 있으며 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,36,10,279,142,항공기,고정익
30,EO_SU_DT_W1_H1_A1C1_0001.jpg,1,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 날씨가 좋은 낮 바다에 북 어선 한 척이 지나가고 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,58,27,291,529,선박,어선
31,EO_SU_DT_W1_H1_A1C1_0001.jpg,1,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 날씨가 좋은 낮 바다에 북 어선 한 척이 지나가고 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,55,17,1107,304,항공기,고정익
32,EO_SU_DT_W1_H1_A1C1_0002.jpg,2,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 날씨가 좋은 낮 바다에 북 어선 한 척이 떠 있고 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,51,30,1392,531,선박,어선
33,EO_SU_DT_W1_H1_A1C1_0002.jpg,2,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 날씨가 좋은 낮 바다에 북 어선 한 척이 떠 있고 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,98,26,1029,217,항공기,고정익
34,EO_SU_DT_W1_H1_A1C1_0003.jpg,3,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 구름 사이로 맑은 낮 바다에 북 어선 한 척이 지나가는 중이고 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,1,11,26,22,657,523,선박,어선
35,EO_SU_DT_W1_H1_A1C1_0003.jpg,3,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 구름 사이로 맑은 낮 바다에 북 어선 한 척이 지나가는 중이고 고정익 유인항공기 전투기 한 대가 비행 중이고 황천 7급이다.,2,21,47,17,1067,304,항공기,고정익
36,EO_SU_DT_W1_H1_A1C1_0004.jpg,4,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 날씨가 좋은 낮 바다에 북 어선 한 척이 지나가고 고정익 유인항공기 전투기 한 대는 비행 중이고 황천 7급이다.,1,11,24,24,1441,523,선박,어선
37,EO_SU_DT_W1_H1_A1C1_0004.jpg,4,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 날씨가 좋은 낮 바다에 북 어선 한 척이 지나가고 고정익 유인항공기 전투기 한 대는 비행 중이고 황천 7급이다.,2,21,93,23,556,233,항공기,고정익
38,EO_SU_DT_W1_H1_A1C1D5_0001.jpg,1,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동 중이고 고정익 유인항공기 전투기 한 대는 비행하고 있고 무인항공기 드론 한 대는 비행 중이며 파도는 1단계이다.,1,11,68,30,1642,533,선박,어선
39,EO_SU_DT_W1_H1_A1C1D5_0001.jpg,1,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동 중이고 고정익 유인항공기 전투기 한 대는 비행하고 있고 무인항공기 드론 한 대는 비행 중이며 파도는 1단계이다.,2,21,39,16,681,302,항공기,고정익
40,EO_SU_DT_W1_H1_A1C1D5_0001.jpg,1,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동 중이고 고정익 유인항공기 전투기 한 대는 비행하고 있고 무인항공기 드론 한 대는 비행 중이며 파도는 1단계이다.,2,23,45,19,532,147,항공기,무인기
41,EO_SU_DT_W1_H1_A1C1D5_0002.jpg,2,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 항해하고 있고 고정익 유인항공기 전투기 한 대는 비행하고 있으며 무인항공기 드론 한 대는 비행하고 있고 파도는 1단계이다.,1,11,34,19,1266,517,선박,어선
42,EO_SU_DT_W1_H1_A1C1D5_0002.jpg,2,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 항해하고 있고 고정익 유인항공기 전투기 한 대는 비행하고 있으며 무인항공기 드론 한 대는 비행하고 있고 파도는 1단계이다.,2,21,56,24,464,248,항공기,고정익
43,EO_SU_DT_W1_H1_A1C1D5_0002.jpg,2,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 항해하고 있고 고정익 유인항공기 전투기 한 대는 비행하고 있으며 무인항공기 드론 한 대는 비행하고 있고 파도는 1단계이다.,2,23,43,23,1173,136,항공기,무인기
44,EO_SU_DT_W1_H1_A1C1D5_0003.jpg,3,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동 중이고 고정익 유인항공기 전투기 한 대는 비행 중이고 무인항공기 드론 한 대는 이동 중이고 파도는 1단계이다.,1,11,21,19,869,515,선박,어선
45,EO_SU_DT_W1_H1_A1C1D5_0003.jpg,3,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동 중이고 고정익 유인항공기 전투기 한 대는 비행 중이고 무인항공기 드론 한 대는 이동 중이고 파도는 1단계이다.,2,21,66,18,902,272,항공기,고정익
46,EO_SU_DT_W1_H1_A1C1D5_0003.jpg,3,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동 중이고 고정익 유인항공기 전투기 한 대는 비행 중이고 무인항공기 드론 한 대는 이동 중이고 파도는 1단계이다.,2,23,38,23,644,141,항공기,무인기
47,EO_SU_DT_W1_H1_A1C1D5_0004.jpg,4,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동하고 있고 고정익 유인항공기 전투기 한 대는 비행 중이며 무인항공기 드론 한 대는 이동하고 있고 파도는 1단계이다.,1,11,63,30,1487,534,선박,어선
48,EO_SU_DT_W1_H1_A1C1D5_0004.jpg,4,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동하고 있고 고정익 유인항공기 전투기 한 대는 비행 중이며 무인항공기 드론 한 대는 이동하고 있고 파도는 1단계이다.,2,21,73,34,841,170,항공기,고정익
49,EO_SU_DT_W1_H1_A1C1D5_0004.jpg,4,2024-09-25,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,하절기 고요하게 맑은 주간 바다에 북 어선 한 척은 이동하고 있고 고정익 유인항공기 전투기 한 대는 비행 중이며 무인항공기 드론 한 대는 이동하고 있고 파도는 1단계이다.,2,23,28,19,475,160,항공기,무인기
50,EO_SU_DT_W1_H1_A1D1_0001.jpg,1,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가고 있으며 파도 1단계이다.,1,11,34,19,12,517,선박,어선
51,EO_SU_DT_W1_H1_A1D1_0001.jpg,1,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가고 있으며 파도 1단계이다.,2,22,70,45,1045,143,항공기,회전익
52,EO_SU_DT_W1_H1_A1D1_0002.jpg,2,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가는 중이며 파도 1단계이다.,1,11,27,28,1857,530,선박,어선
53,EO_SU_DT_W1_H1_A1D1_0002.jpg,2,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가는 중이며 파도 1단계이다.,2,22,48,29,771,188,항공기,회전익
54,EO_SU_DT_W1_H1_A1D1_0003.jpg,3,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가고 있으며 파도는 황천 7급이다.,1,11,45,23,630,522,선박,어선
55,EO_SU_DT_W1_H1_A1D1_0003.jpg,3,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가고 있으며 파도는 황천 7급이다.,2,22,55,30,1039,186,항공기,회전익
56,EO_SU_DT_W1_H1_A1D1_0004.jpg,4,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가는 중이며 파도는 황천 7급이다.,1,11,22,19,690,516,선박,어선
57,EO_SU_DT_W1_H1_A1D1_0004.jpg,4,2024-09-27,1920,1080,,Electro-Optical,하절기,days,맑음,1,2,하절기 맑은 날씨의 주간 바다에 북 어선 한 척이 이동하고 있고 유인항공기 회전익 한 대가 하늘 위를 날아가는 중이며 파도는 황천 7급이다.,2,22,29,36,1169,170,항공기,회전익
58,EO_SU_DT_W1_H1_A1D1E5_0001.jpg,1,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 가고 있으며 파도 높이는 황천 7급이다.,1,11,45,21,1438,520,선박,어선
59,EO_SU_DT_W1_H1_A1D1E5_0001.jpg,1,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 가고 있으며 파도 높이는 황천 7급이다.,2,22,82,47,1166,137,항공기,회전익
60,EO_SU_DT_W1_H1_A1D1E5_0001.jpg,1,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 가고 있으며 파도 높이는 황천 7급이다.,4,42,32,81,731,203,기타,오물폭탄
61,EO_SU_DT_W1_H1_A1D1E5_0002.jpg,2,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 이동하고 있으며 파도 높이는 황천 7급이다.,1,11,73,33,971,538,선박,어선
62,EO_SU_DT_W1_H1_A1D1E5_0002.jpg,2,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 이동하고 있으며 파도 높이는 황천 7급이다.,2,22,45,46,1182,140,항공기,회전익
63,EO_SU_DT_W1_H1_A1D1E5_0002.jpg,2,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 이동하고 있으며 파도 높이는 황천 7급이다.,4,42,32,83,602,200,기타,오물폭탄
64,EO_SU_DT_W1_H1_A1D1E5_0003.jpg,3,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 나아가고 있으며 파도 높이는 황천 7급이다.,1,11,74,68,82,589,선박,어선
65,EO_SU_DT_W1_H1_A1D1E5_0003.jpg,3,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 나아가고 있으며 파도 높이는 황천 7급이다.,2,22,31,30,712,185,항공기,회전익
66,EO_SU_DT_W1_H1_A1D1E5_0003.jpg,3,2024-09-26,1920,1080,,Electro-Optical,하절기,days,맑음,1,3,여름 날씨가 맑아 보이는 낮 하늘에 유인항공기 회전익 한 대가 비행 중이고 오물폭탄 한 개가 떠 있고 북 어선 한 척이 나아가고 있으며 파도 높이는 황천 7급이다.,4,42,28,70,1332,228,기타,오물폭탄
