Unnamed: 0,filename,id,date,width,height,ref,sensor,season,night,weather,wave,object_num,caption,annotation_class,annotation_sub_class,bbox_x,bbox_y,bbox_w,bbox_h,class,sub_class
1502,IR_SU_NT_W1_H1_A1_0001.jpg,1,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,1,하절기 하늘이 맑은 야간 바다에 북 어선 한 척이 저 멀리 지나가고 있고 파도 1단계이다.,1,11,53,23,212,524,선박,어선
1503,IR_SU_NT_W1_H1_A1_0002.jpg,2,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,1,하절기 하늘이 맑은 야간 바다에 북 어선 한 척이 멀리 지나가고 있고 파도 1단계이다.,1,11,37,19,10,516,선박,어선
1504,IR_SU_NT_W1_H1_A1_0003.jpg,3,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,1,하절기 하늘이 맑은 야간 바다에 북 어선 한 척이 저 멀리 지나가는 중이고 파도 1단계이다.,1,11,41,20,1532,518,선박,어선
1505,IR_SU_NT_W1_H1_A1_0004.jpg,4,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,1,하절기 하늘이 맑은 야간 바다에 북 어선 한 척이 멀리 지나가는 중이고 파도 1단계이다.,1,11,30,23,1790,525,선박,어선
1506,IR_SU_NT_W1_H1_A1A5_0001.jpg,1,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 파도 1단계이다.,1,11,37,33,1147,538,선박,어선
1507,IR_SU_NT_W1_H1_A1A5_0001.jpg,1,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 파도 1단계이다.,1,13,95,27,1577,498,선박,상선
1508,IR_SU_NT_W1_H1_A1A5_0002.jpg,2,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 파도 1단계이다.,1,11,39,21,85,520,선박,어선
1509,IR_SU_NT_W1_H1_A1A5_0002.jpg,2,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 파도 1단계이다.,1,13,87,43,816,500,선박,상선
1510,IR_SU_NT_W1_H1_A1A5_0003.jpg,3,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 황천 7급이다.,1,11,23,19,389,516,선박,어선
1511,IR_SU_NT_W1_H1_A1A5_0003.jpg,3,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하고 있고 황천 7급이다.,1,13,41,25,24,498,선박,상선
1512,IR_SU_NT_W1_H1_A1A5_0004.jpg,4,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 황천 7급이다.,1,11,50,24,1056,523,선박,어선
1513,IR_SU_NT_W1_H1_A1A5_0004.jpg,4,2024-09-20,1920,1080,,Infra-Red,하절기,nights,맑음,1,2,여름 선선하고 맑은 야간 바다에 북 어선 한 척이 이동 중이며 상선 한 척이 항해하는 중이고 황천 7급이다.,1,13,66,44,1152,500,선박,상선
